Speaker,Text
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",  1 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",2   3   4 5   6   7 8 9   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",10 11  12  13  14  15 16  17  18 19  20  21  22 23  24 25  10 Official 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",that address information is already being
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", collected now.
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," So, if you're worried about my "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",friend's point about equity and the windfall to
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", a particular sta te with respect to these
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," disputed instruments, the states have the "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","easiest fix in the world, a fix they didn't have in 1972, which is to say whenever you're one of"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," those banks deal ing with MoneyGram, you just "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",have to transmit the address information that you're already collecting. 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","JUSTICE JACKSON:  But, counsel, you "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",suggest that Congress's concern was the 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","collection of address information.  If that was so, they certainly did a weird thing in terms of the statute that they wrote. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","I mean, the statute did not just say "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","collect the information, which would have solved the problem directly.  The statute seemed to take into account the fact that there were going to be circumstances in which that information was not collected, and Congress appeared to be trying to override the common law with respect to what happened because it was really concerned about inequitable escheatment. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",Heritage Reporting Corporation   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                                                                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",  1   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",2 3   4   5   6 7   8   9   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  11Official 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","And so my question is, to what extent "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",do these disputed instruments present that
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," problem?  Because, if we believe that that's what Congress really cared about, then why would they have crafted a statute that excluded "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",certain instruments that presented that same
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", problem?
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," MR. KATYAL: Yeah, Justice Jackson, we"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," don't think that that windfall concern, that "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","equity concern , applies to the two disputed "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","instruments.  So Congress in '74 was worried about address collection requirements.  They said we want to head that off because that's going to increase the price of traveler's checks and money orders.  That's why they didn't write the statute that you were saying, which is to impose address requirements. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","The findings in 2501 say no, we want "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","the reverse, because, if you --if states start "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","doing that, it's going to increase the cost of those instruments.  And so that concern doesn't apply to the two disputed instruments here because the address information is already being collected.  And then, when you're concerned about the equity that still exists with respect "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",Heritage Reporting Corporation   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                                                                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",  1 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",2 3   4   5   6   7 8   9 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",10 11  12  13  14  15  16  17  18 19  20  21  22  23  24 25  12 Official 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","to these two disputed instruments, because Delaware has them, not for all bank checks,"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," obviously, Bank of Americas of the world and"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", Citibanks are really the large escheators in this space.
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," But, with respect to the two disputed "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","instruments, to the extent that states,"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," including my friend's states, if they're worried "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","about the equity, they have the simplest and easiest fix in the world, which is to just require that the information, when you go in and "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","buy a teller's check or an agent check is issued, it just has to be transmitted to MoneyGram. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","And if that happens, Justice Jackson, "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","then you avoid this whole equity about state of incorporation because then the primary rule of the common law would apply, which is the creditor's last address. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",JUSTICE JACKSON:  You can only do that 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","with respect to your own state, right?  I mean, every state would have to adopt that rule in order to solve the problem.  And Congress, it appears, wanted to solve the problem in a different way. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",Heritage Reporting Corporation   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                                                                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",  1   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",2   3 4 5 6   7   8   9 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",10 11 12  13  14  15  16  17  18  19  20  21  22  23  24  25  13Official 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","MR. KATYAL: So -- certainly, Congress"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", could solve it nationally.  And this Court in --
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",in Justice Thomas's opinion in Delaware invited Congress to do that with respect to the inequities and windfall that it said wasn't
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", enough to -- to justify this Court departing from the common law.
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," And then you're absolutely right, "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","Justice, any state that is concerned about the inequity can pass a law. And I think it's probably a pretty easy law for them to pass because, quite honestly, they're just getting extra money.  And so it's up to them. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",What my friends are asking you to do 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",is to basically break from the common law -- and 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",because of their policy concern --and that is 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","exactly what this Court has said every time, most recently in the Delaware case, that you don't do, and here is why it's so dangerous. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",My friend pitches this as a case about 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","the secondary -- dueling secondary rules about place of incorporation versus principal place of business.  That's what happens if you don't have addresses.  But, if you adopt his interpretation, you're also blowing up the --"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",Heritage Reporting Corporation   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                                                                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",  1   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",2   3   4   5   6 7  8   9   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",10 11  12 13  14 15  16  17  18  19  20  21  22  23 24  25  14Official 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",the primary rule.
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," So the primary rule, there's a big"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", dispute between -- a big -- or a big gulf
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ."," between the FDA, this Act, which uses --which"
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", uses --which uses the -- the -- it moves away 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","from the last creditor's address, which is the rule of the common law."
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", And so --
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",JUSTICE JACKSON:  And so -- and you're 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","not reading that to be Congress's attempt, Congress's attempt to break from the common law? You're suggesting that what we do here is going to blow up the common law.  But I had understood that the statute itself was trying to set out a different set of parameters than what existed in the common law. "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","MR. KATYAL: Oh, absolutely.  We don't "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.","doubt that they did that with respect to traveler's checks and money orders, but there's no indication that they went beyond that.  And we think you should read that narrowly because the entire reason they wanted to move away from the common law with respect to these two instruments is because of the inequity and the addresses not being collected, which would "
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",Heritage Reporting Corporation   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.", 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                                                                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                   
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",               
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",              
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                  
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",                 
"REBUTTAL ARGUMENT OF: NEAL K. KATYAL, ESQ.",  1 
